run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C101__S1_balanced__HGS_MS__seed01,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2327.4901471467538,1905.8788618866713,1007.2987620175597,0.7873428847296781,0.7873428847296781,0.0,0.0,1801.097363100038,26.01585080033388,0.0,1801.097363100038,3177,0,0,0,5,real_solver:HGS_MS | archive=5 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed13,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2325.605890626478,1926.6967149242828,1017.9334825092546,0.7927243262708864,0.7927243262708864,0.0,0.0,1800.8121718999464,26.011731371888114,0.0,1800.8121718999464,2827,0,0,0,6,real_solver:HGS_MS | archive=6 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed14,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2322.156495569779,1901.9361104556947,1005.0542492540021,0.7856132278548014,0.7856132278548014,0.0,0.0,1800.0752618999686,26.00108711633288,0.0,1800.0752618999686,2373,0,0,0,4,real_solver:HGS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed15,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2357.460512575451,1958.1388006382563,1033.6771134002008,0.8047391153009847,0.8047391153009847,0.0,0.0,1800.689881999977,26.00996496222189,0.0,1800.689881999977,2357,0,0,0,10,real_solver:HGS_MS | archive=10 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed16,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2342.703279036283,1914.3517116664786,1011.105049674189,0.7912261175621813,0.7912261175621813,0.0,0.0,1800.1289096000837,26.001862027556765,0.0,1800.1289096000837,2967,0,0,0,4,real_solver:HGS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed17,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2379.858506527255,2044.8601854209146,1083.659992754956,0.8320848264197376,0.8320848264197376,0.0,0.0,1801.1198706000578,26.016175908667503,0.0,1801.1198706000578,3402,0,0,0,10,real_solver:HGS_MS | archive=10 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed18,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2341.5165283528786,1927.9697921380437,1018.169238519422,0.7947794185828676,0.7947794185828676,0.0,0.0,1800.5793535999255,26.008368440887814,0.0,1800.5793535999255,2898,0,0,0,8,real_solver:HGS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed19,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2350.7269452322926,1956.62882033061,1033.6245972030938,0.8037486893182614,0.8037486893182614,0.0,0.0,1800.0402530999854,26.000581433666458,0.0,1800.0402530999854,2517,0,0,0,34,real_solver:HGS_MS | archive=34 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__HGS_MS__seed20,main,solomon,100,C101,clustered,S1_balanced,HGS_MS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2348.9177706637356,1976.5237979668232,1043.0944738743256,0.8087114111120947,0.8087114111120947,0.0,0.0,1800.3950587,26.005706403444442,0.0,1800.3950587,2499,0,0,0,2,real_solver:HGS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed01,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2351.1727703788574,1927.8446179897355,1006.1277560204244,0.7954195796497535,0.7954195796497535,0.0,0.0,1800.2627669000067,26.003795521888986,0.0,1800.2627669000067,3784,0,0,0,10,real_solver:HGS_MS | archive=10 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed02,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2331.167116756999,1927.5760907021186,1008.2564753782713,0.7936502066797485,0.7936502066797485,0.0,0.0,1800.8328038000036,26.012029388222274,0.0,1800.8328038000036,2461,0,0,0,2,real_solver:HGS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed03,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2326.77874604098,1909.6704474689946,998.0428657334347,0.7880315469206406,0.7880315469206406,0.0,0.0,1801.1329153999686,26.016364333555103,0.0,1801.1329153999686,2545,0,0,0,1,real_solver:HGS_MS | archive=1 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed04,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2345.1840975988166,1942.5683140435613,1014.1942195569221,0.7988552719691903,0.7988552719691903,0.0,0.0,1800.930926800007,26.013446720444545,0.0,1800.930926800007,3185,0,0,0,4,real_solver:HGS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed05,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2232.653140754138,2006.3766809705394,1047.016675305662,0.8032838201201534,0.8032838201201534,0.0,0.0,1800.6499847000232,26.009388667889223,0.0,1800.6499847000232,3140,0,0,0,11,real_solver:HGS_MS | archive=11 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed06,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2188.780007486759,1949.5209338196685,1018.3963154241364,0.7830132301528416,0.7830132301528416,0.0,0.0,1800.0080603000242,26.000116426555905,0.0,1800.0080603000242,3746,0,0,0,15,real_solver:HGS_MS | archive=15 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed07,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2320.340950430989,1903.960803184109,994.9809029717563,0.7857144522178036,0.7857144522178036,0.0,0.0,1800.266705099959,26.003852406999407,0.0,1800.266705099959,3662,0,0,0,8,real_solver:HGS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed08,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2190.6938403714717,1956.2166282183334,1021.85414791737,0.7850511270910974,0.7850511270910974,0.0,0.0,1800.2054085000418,26.00296701166727,0.0,1800.2054085000418,3425,0,0,0,66,real_solver:HGS_MS | archive=66 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed09,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2347.2861560995398,1936.3383084387046,1009.5974609341579,0.7970431234934257,0.7970431234934257,0.0,0.0,1800.6716322000138,26.0097013540002,0.0,1800.6716322000138,2283,0,0,0,9,real_solver:HGS_MS | archive=9 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed10,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2328.161710262114,1951.5716523775916,1016.8566501951005,0.7988352486359869,0.7988352486359869,0.0,0.0,1800.2501086998964,26.003612681220726,0.0,1800.2501086998964,3524,0,0,0,8,real_solver:HGS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed11,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2339.5917053760245,1919.4643180739477,1001.5460351175509,0.7917519473784238,0.7917519473784238,0.0,0.0,1800.2980558999116,26.00430525188761,0.0,1800.2980558999116,2933,0,0,0,9,real_solver:HGS_MS | archive=9 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed12,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2351.205797371053,1977.456620320506,1033.0017473754122,0.8092282979973446,0.8092282979973446,0.0,0.0,1800.2329174999613,26.00336436388833,0.0,1800.2329174999613,2621,0,0,0,16,real_solver:HGS_MS | archive=16 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed13,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2348.5454056170815,1945.7686108545106,1013.4530787727463,0.7994842006832986,0.7994842006832986,0.0,0.0,1800.067905300064,26.00098085433426,0.0,1800.067905300064,2816,0,0,0,4,real_solver:HGS_MS | archive=4 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed14,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2348.893060778151,1947.2784915357154,1015.0136000274853,0.80013798643872,0.80013798643872,0.0,0.0,1800.1586025001016,26.002290925001468,0.0,1800.1586025001016,2969,0,0,0,8,real_solver:HGS_MS | archive=8 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed15,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2353.141945191554,1931.2611471080616,1007.1177766124165,0.7963708114472171,0.7963708114472171,0.0,0.0,1800.4241715000244,26.00612692166702,0.0,1800.4241715000244,2576,0,0,0,19,real_solver:HGS_MS | archive=19 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed16,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2322.859734743427,1910.279392600438,998.1608155253479,0.7876973873790631,0.7876973873790631,0.0,0.0,1800.3947716000257,26.005702256444817,0.0,1800.3947716000257,3155,0,0,0,2,real_solver:HGS_MS | archive=2 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed17,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2362.610198880533,1917.6226415034423,1000.1883481766795,0.793778479749515,0.793778479749515,0.0,0.0,1800.9640805000672,26.013925607223193,0.0,1800.9640805000672,2986,0,0,0,53,real_solver:HGS_MS | archive=53 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed18,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2357.984673283913,2019.2762316281385,1059.2129815376286,0.8225693065278151,0.8225693065278151,0.0,0.0,1800.2801179001108,26.004046147446044,0.0,1800.2801179001108,3459,0,0,0,29,real_solver:HGS_MS | archive=29 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed19,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2330.3747330853425,1914.2315484545131,998.6808014665985,0.7892335689160913,0.7892335689160913,0.0,0.0,1800.0536440999713,26.000774859221806,0.0,1800.0536440999713,3179,0,0,0,7,real_solver:HGS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__HGS_MS__seed20,main,solomon,100,C101,clustered,S2_peak_dirty,HGS_MS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2315.1845974198204,1892.3104927570203,989.1463241277797,0.7820071645206305,0.7820071645206305,0.0,0.0,1800.0348687000806,26.000503659001165,0.0,1800.0348687000806,6750,0,0,0,14,real_solver:HGS_MS | archive=14 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed01,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2312.769925581568,1895.3599480541347,646.328658509274,0.782128777334861,0.782128777334861,0.0,0.0,1800.0036407000152,26.00005258788911,0.0,1800.0036407000152,10611,0,0,0,45,real_solver:HGS_MS | archive=45 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed02,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2183.8960277105975,1950.6435662103834,663.2602892697115,0.7817168375651011,0.7817168375651011,0.0,0.0,1800.1182134000119,26.00170752688906,0.0,1800.1182134000119,10187,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed03,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2187.6629102983716,1948.6272560689586,663.6552092976859,0.782029579979786,0.782029579979786,0.0,0.0,1800.0870410000207,26.001257258889186,0.0,1800.0870410000207,11327,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed04,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2344.9426748424394,1906.1916581067005,646.9574051477985,0.7875423109807782,0.7875423109807782,0.0,0.0,1800.0041924999095,26.000060558332027,0.0,1800.0041924999095,12120,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed05,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2187.662910298372,1948.627256068959,663.6552092976858,0.782029579979786,0.782029579979786,0.0,0.0,1800.0444690999575,26.00064233144383,0.0,1800.0444690999575,12679,0,0,0,74,real_solver:HGS_MS | archive=74 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed06,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2194.221418142606,1939.2719912373198,660.035478296069,0.7800534700889243,0.7800534700889243,0.0,0.0,1800.0102196000516,26.00014761644519,0.0,1800.0102196000516,12538,0,0,0,36,real_solver:HGS_MS | archive=36 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed07,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2191.733601120316,1938.6695802114932,659.7137514542213,0.7795579292576534,0.7795579292576534,0.0,0.0,1800.0679481000407,26.00098147255614,0.0,1800.0679481000407,10687,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed08,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2190.6938403714717,1956.2166282183334,666.242851268248,0.7844486104532741,0.7844486104532741,0.0,0.0,1800.0584855999332,26.000844791999036,0.0,1800.0584855999332,11222,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed09,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2191.733601120316,1938.669580211493,659.7137514542214,0.7795579292576532,0.7795579292576532,0.0,0.0,1800.0716420001118,26.001034828890504,0.0,1800.0716420001118,12581,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed10,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2183.8960277105975,1950.6435662103831,663.2602892697115,0.7817168375651011,0.7817168375651011,0.0,0.0,1800.0535168000497,26.000773020445163,0.0,1800.0535168000497,12648,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed11,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2315.1550903887023,1898.7763149024233,647.4560021797428,0.7833194948658494,0.7833194948658494,0.0,0.0,1800.0036941000726,26.000053359223273,0.0,1800.0036941000726,12860,0,0,0,11,real_solver:HGS_MS | archive=11 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed12,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2190.6938403714717,1956.2166282183334,666.242851268248,0.7844486104532741,0.7844486104532741,0.0,0.0,1800.056960899965,26.00082276855505,0.0,1800.056960899965,12825,0,0,0,128,real_solver:HGS_MS | archive=128 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed13,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2190.693840371472,1956.2166282183334,666.242851268248,0.7844486104532741,0.7844486104532741,0.0,0.0,1800.022069199942,26.000318777332495,0.0,1800.022069199942,12600,0,0,0,38,real_solver:HGS_MS | archive=38 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__HGS_MS__seed14,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,HGS_MS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2190.693840371472,1956.2166282183334,666.242851268248,0.7844486104532741,0.7844486104532741,0.0,0.0,1800.0205128000816,26.000296296001178,0.0,1800.0205128000816,12804,0,0,0,7,real_solver:HGS_MS | archive=7 | walltime_hit=1 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
