run_id,phase,benchmark_family,customer_count,instance_id,structure_class,scenario_id,method_id,seed,tier,eval_budget,accepted_final,strict_duty_final,v_cap_final,v_tw_final,v_shift_final,overtime_sum_final,overtime_ratio_sum_final,cost_final,energy_final,co2_final,j_scaled_init,j_scaled_final,improvement_abs,improvement_pct,runtime_sec,compute_wh,imp_per_wh,time_to_first_feasible_sec,evals_to_first_feasible,n_repair_attempts,n_repair_success,n_rejected_offspring,archive_size_final,notes
C101__S1_balanced__A3_NoLNS__seed01,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2479.2966974099895,2264.216151998372,1195.8513689166932,1.028504,0.902468730263918,0.12603526973608203,12.254232335127723,1800.2632683999836,26.003802765777543,0.004846801480203176,7.668365399935283,1,0,0,2177,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.028504 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed12,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2676.7632409401144,2338.948866832529,1231.851822600337,0.98313,0.9445859818928333,0.03854401810716668,3.920541343176048,1800.8857123999624,26.012793623555012,0.0014817331296652597,14.175074400031008,1,0,0,2673,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.983130 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed13,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2820.9584914125444,2318.7810719120375,1225.409745855421,0.99868,0.9566553939701968,0.04202460602980318,4.2080151830219075,1800.0775550999679,26.00112024033287,0.0016162613626398573,14.296135199954733,1,0,0,2312,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.998680 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed14,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2620.5749908239477,2144.2608092503606,1129.823263665561,0.972677,0.8851511477377646,0.08752585226223542,8.998449872078337,1800.02418269997,26.000349305666234,0.0033663337070306584,2.0949926000321284,1,0,0,2447,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.972677 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed15,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2464.9790209175376,2232.7356932010316,1182.7309461079376,0.944654,0.8931325709972532,0.05152142900274681,5.453999983353356,1801.135486299987,26.016401468777588,0.001980344171140576,14.626329999999143,1,0,0,2783,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.944654 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed16,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2777.27437128934,2266.08548137399,1195.9626078335402,1.028504,0.9368378411213006,0.09166615887869944,8.912571937367229,1800.639427099959,26.00923616922163,0.003524369507904803,14.54616570007056,1,0,0,2149,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.028504 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed17,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3026.313816086067,2376.835042695395,1255.564417786405,1.028504,0.9958820047458407,0.03262199525415943,3.1717908004401956,1800.576965099899,26.008333940331877,0.001254290079825973,15.44255479995627,1,0,0,2248,5,real_solver:A3_NoLNS | archive=5 | walltime_hit=1 | init_best=1.028504 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed18,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2594.1739421242805,2255.764035831474,1191.5933446242113,1.028504,0.9133521529738652,0.1151518470261349,11.196052424310931,1800.4428587000584,26.006396847889732,0.004427827803276747,14.271160900010727,1,0,0,3109,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=1.028504 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed19,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2690.568738299949,2338.950785361724,1232.7302115539303,1.024734,0.9463923991535172,0.07834160084648278,7.645066997531338,1800.1593420000281,26.00230160666707,0.0030128717846421623,14.949537900043651,1,0,0,2840,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=1.024734 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S1_balanced__A3_NoLNS__seed20,main,solomon,100,C101,clustered,S1_balanced,A3_NoLNS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2598.1762363878142,2115.8616507873376,1116.9726683857014,1.028504,0.8753820005435914,0.1531219994564087,14.887837038690048,1800.386109999963,26.00557714444391,0.005888044653111004,14.210452100029215,1,0,0,2613,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=1.028504 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed01,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2479.2966974099895,2264.216151998372,1181.8839457948898,1.028049,0.9019892288214719,0.12605977117852807,12.262039180868623,1800.1406073999824,26.002030995777524,0.004848074029255597,9.917322599911131,1,0,0,3197,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed02,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2868.240062197821,2254.8854808017786,1172.655501695214,1.028049,0.9427929340636466,0.08525606593635338,8.292996339313921,1800.7367934000213,26.01064257133364,0.003277737783776022,13.115743100061081,1,0,0,2666,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed03,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2634.7362571781478,2402.506480411542,1256.8123457971342,1.028049,0.9582547058501261,0.06979429414987393,6.7890046242809365,1800.2039077000227,26.00294533344477,0.0026840918693970058,14.427140199928544,1,0,0,2898,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed04,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2761.9334168838463,2175.492974595975,1132.5491209164509,1.028049,0.9092982014481512,0.11875079855184878,11.551083513708859,1800.4323057000292,26.00624441566709,0.0045662417323244515,14.034011799958535,1,0,0,2068,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed05,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2799.7932755230186,2504.8822440562553,1298.7488641488474,1.028049,1.002092516115961,0.025956483884038928,2.5248294472383055,1800.3990042000078,26.005763394000112,0.0009981050542829844,14.2388401000062,1,0,0,2361,6,real_solver:A3_NoLNS | archive=6 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed06,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2680.596762402451,2334.346257631068,1223.0298914091825,0.955925,0.945353833231522,0.010571166768478024,1.1058573390671886,1800.9367494999897,26.013530826110962,0.00040637185467600053,14.575530800037086,1,0,0,2744,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.955925 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed07,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2889.82465326219,2471.529884020592,1286.8000876543158,1.028049,1.004707441975771,0.02334155802422888,2.270471351485083,1800.9792411000235,26.014144593667005,0.0008972640995434173,14.298094199970365,1,0,0,2495,6,real_solver:A3_NoLNS | archive=6 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed08,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2993.8457372924518,2329.1079251594356,1209.9845608245334,1.017585,0.9770626603960881,0.04052233960391183,3.9822068528832313,1800.0734564999584,26.001061038332733,0.0015584879226340314,14.177517300006002,1,0,0,2284,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.017585 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed09,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2753.8499124847226,2416.4267559498167,1265.3955079349819,1.028049,0.9760253447094677,0.05202365529053232,5.06042564999648,1800.8213634999702,26.011864139444015,0.001999997194035948,14.555976099916734,1,0,0,2657,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed10,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,10,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2569.178386482282,2384.7927765825893,1238.2134889097254,0.943476,0.943476220099274,0.0,0.0,1800.013765099924,26.000198829221127,0.0,14.039187900023535,1,0,0,3551,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=0.943476 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed11,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,11,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2730.6664624584237,2397.938040981504,1260.9102863485475,1.003562,0.9696725088820669,0.03388949111793316,3.3769205208978774,1800.0474504999584,26.00068539611051,0.0013034076064395883,1.856184700038284,1,0,0,3737,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.003562 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed12,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,12,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,3037.5054729679764,2394.460455094402,1249.7574547420616,1.010995,1.0013831408630345,0.009611859136965606,0.9507326086642965,1800.639668299933,26.009239653221254,0.00036955556045157874,13.728090799995698,1,0,0,2443,5,real_solver:A3_NoLNS | archive=5 | walltime_hit=1 | init_best=1.010995 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed13,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,13,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2742.7421832180203,2370.067821419912,1233.3689316376929,0.999727,0.9600497978142931,0.03967720218570692,3.9688037019813325,1800.3575062999735,26.005163979888504,0.001525743203018904,13.738080800045282,1,0,0,2705,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=0.999727 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed14,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,14,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2740.321583134526,2389.0477159817915,1244.710687618722,1.006409,0.9653311313131661,0.04107786868683405,4.081627716647412,1800.8790134000592,26.012696860223077,0.001579146864608554,14.82689190004021,1,0,0,3238,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.006409 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed15,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,15,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2777.2175237722386,2238.6721260600125,1169.7595336169118,0.943476,0.9294065045181474,0.014069495481852545,1.4912404217863036,1800.1160128000192,26.00167574044472,0.0005410995669009103,14.169592799968086,1,0,0,3015,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.943476 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed16,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,16,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2777.27437128934,2266.08548137399,1181.3665939892371,1.028049,0.9361945279599362,0.0918544720400638,8.934834043908783,1800.3560125000076,26.00514240277789,0.0035321657008212286,1.6169406999833882,1,0,0,2628,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed17,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,17,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2743.3962018752113,2522.643707040638,1318.7293677405528,1.028049,1.0032882690818694,0.02476073091813058,2.4085166094350154,1800.0066803999944,26.000096494666586,0.0009523322701209883,14.273316400009207,1,0,0,3053,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed18,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,18,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2598.420635326808,2272.234644367557,1187.6711824441632,1.028049,0.9182235067795355,0.10982549322046453,10.682904532805782,1800.3087025000714,26.00445903611214,0.004223333124059644,13.554262300021946,1,0,0,2688,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed19,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,19,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2970.8397899611177,2230.0008024844224,1158.543754641904,1.02482,0.9474395434341786,0.07738045656582149,7.550638801528217,1800.1426907000132,26.00206108788908,0.0029759354962004456,14.26151270000264,1,0,0,2801,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=1.024820 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S2_peak_dirty__A3_NoLNS__seed20,main,solomon,100,C101,clustered,S2_peak_dirty,A3_NoLNS,20,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2598.1762363878142,2115.8616507873376,1103.5179631874453,1.028049,0.8748274597850888,0.1532215402149112,14.904108677204219,1800.166728100041,26.00240829477837,0.005892590350782243,1.9636945000384003,1,0,0,6526,1,real_solver:A3_NoLNS | archive=1 | walltime_hit=1 | init_best=1.028049 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed01,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,1,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2836.187143348891,2322.6148795726435,793.8546709329679,1.027231,0.9594050738438558,0.06782592615614425,6.602791987015992,1800.0351973999059,26.00050840688753,0.0026086384579378907,2.1519642000785097,1,0,0,10460,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=1.027231 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed02,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,2,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2894.1559459567325,2337.985020426041,793.7893643714544,1.027231,0.9681130809529884,0.05911791904701158,5.755075445251514,1800.1478895000182,26.00213618166693,0.002273579318021312,2.022287299972959,1,0,0,10202,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=1.027231 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed03,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,3,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2754.4526779671783,2363.7652638025224,800.6043567091024,1.027231,0.9583834107932163,0.06884758920678369,6.702249952229215,1800.1087361000245,26.00157063255591,0.002647824247992979,2.0384752000682056,1,0,0,11252,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=1.027231 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed04,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,4,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2795.1447002288483,2298.236516170531,777.5149583422888,1.027231,0.9448464884775473,0.08238451152245274,8.02005698060638,1800.0036965000909,26.0000533938902,0.0031686285514249146,2.183551499969326,1,0,0,12300,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=1.027231 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed05,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,5,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2816.374319013179,2193.296462478386,738.8977300259564,1.027231,0.9174866813375285,0.10974431866247147,10.683509226500318,1800.0876755999634,26.001266425332805,0.0042207297470537265,1.6359127999749035,1,0,0,12622,2,real_solver:A3_NoLNS | archive=2 | walltime_hit=1 | init_best=1.027231 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed06,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,6,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2739.743267780941,2159.488463377088,733.0377552911417,0.954898,0.901753687730957,0.05314431226904304,5.565443876627979,1800.0123732000357,26.000178724000516,0.002043997959905792,1.595612599980086,1,0,0,12438,3,real_solver:A3_NoLNS | archive=3 | walltime_hit=1 | init_best=0.954898 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed07,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,7,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2898.7520617892683,2422.4555317585337,830.6978546540479,1.027231,0.9949432672339952,0.03228773276600483,3.1431813064446876,1800.0295506999828,26.000426843444195,0.001241815488661715,1.6483280999818817,1,0,0,10882,5,real_solver:A3_NoLNS | archive=5 | walltime_hit=1 | init_best=1.027231 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed08,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,8,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2991.062356823462,2366.823152451897,797.4102492190151,1.017185,0.9845906706462024,0.03259432935379758,3.2043659072634356,1800.114708899986,26.00165690633313,0.0012535481669961846,2.3039441000437364,1,0,0,11191,4,real_solver:A3_NoLNS | archive=4 | walltime_hit=1 | init_best=1.017185 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
C101__S3_mixed_fleet_arc__A3_NoLNS__seed09,main,solomon,100,C101,clustered,S3_mixed_fleet_arc,A3_NoLNS,9,small,25050,1,1,0.0,0.0,0.0,0.0,0.0,2809.506356782431,2256.8968448025466,765.4314365605157,1.027231,0.9360047822613229,0.09122621773867712,8.880789008380502,1800.0564182999078,26.00081493099867,0.00350859071074405,1.7843759000534192,1,0,0,12406,5,real_solver:A3_NoLNS | archive=5 | walltime_hit=1 | init_best=1.027231 | problem_source=real | problem_path=data\benchmarks\solomon\solomon-100\In\c101.txt
